               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.034869,           0.0098033,           0.0041877,             0.61701,             0.83333,             0.84026,             0.65475,            0.011196,           0.0020706,            0.021891,           0.0060838,           0.0060838,           0.0060838
                 150,            0.027565,             0.01039,           0.0038485,             0.69765,             0.82742,             0.89222,             0.75165,             0.01054,           0.0021159,            0.018567,           0.0060419,           0.0060419,           0.0060419
                 151,            0.027063,           0.0095953,           0.0057685,             0.68051,             0.83292,             0.71693,               0.597,            0.010693,           0.0020909,            0.022513,               0.006,               0.006,               0.006
                 152,            0.028714,            0.010769,           0.0082219,             0.66755,              0.8333,             0.73293,             0.60187,            0.011055,           0.0019408,            0.024359,           0.0059581,           0.0059581,           0.0059581
                 153,            0.026634,            0.009197,           0.0054205,             0.79217,             0.83333,             0.72776,              0.6027,            0.010687,           0.0017657,            0.022523,           0.0059162,           0.0059162,           0.0059162
                 154,            0.025054,           0.0085754,           0.0037609,             0.75837,             0.83333,               0.808,             0.65239,            0.012455,           0.0020275,            0.024565,           0.0058744,           0.0058744,           0.0058744
                 155,            0.028483,           0.0088745,           0.0048069,             0.73475,                0.75,             0.71513,             0.51735,            0.012107,           0.0022764,            0.030081,           0.0058325,           0.0058325,           0.0058325
                 156,            0.032232,            0.010494,           0.0061616,             0.74514,                0.75,              0.8115,             0.59893,            0.017237,           0.0024568,            0.029687,           0.0057907,           0.0057907,           0.0057907
                 157,            0.032899,            0.010981,           0.0091524,             0.74321,                0.75,             0.82917,             0.61818,            0.013506,           0.0023589,            0.028513,           0.0057488,           0.0057488,           0.0057488
                 158,            0.030638,           0.0095416,           0.0046161,             0.74544,                0.75,             0.91167,             0.71041,            0.012935,           0.0020518,            0.027951,            0.005707,            0.005707,            0.005707
                 159,            0.028287,            0.010421,           0.0044105,                   1,             0.66936,             0.91167,             0.71472,            0.013286,           0.0021241,            0.027354,           0.0056653,           0.0056653,           0.0056653
                 160,            0.026556,           0.0091941,            0.004103,                   1,             0.62891,             0.89489,             0.75265,            0.010687,           0.0021701,            0.029564,           0.0056236,           0.0056236,           0.0056236
                 161,            0.029911,            0.010428,            0.004519,             0.99961,             0.62241,             0.89843,             0.66588,            0.012987,           0.0024003,            0.025506,           0.0055819,           0.0055819,           0.0055819
                 162,            0.023397,           0.0093542,           0.0054086,              0.9988,              0.6479,             0.91443,             0.71864,            0.012176,            0.002504,            0.022093,           0.0055403,           0.0055403,           0.0055403
                 163,            0.025888,           0.0095632,           0.0064725,             0.78962,                0.75,             0.94667,             0.81834,            0.010842,           0.0021486,            0.021348,           0.0054987,           0.0054987,           0.0054987
                 164,            0.025865,           0.0088638,           0.0070009,             0.97846,             0.83333,             0.94447,             0.68873,             0.01497,           0.0018592,            0.013407,           0.0054571,           0.0054571,           0.0054571
                 165,            0.029295,           0.0090026,           0.0057746,             0.77114,             0.99925,               0.963,             0.79925,               0.013,           0.0015756,            0.014517,           0.0054157,           0.0054157,           0.0054157
                 166,            0.026614,           0.0093825,           0.0095703,             0.99798,             0.83386,               0.975,             0.82518,            0.012267,           0.0018029,           0.0091733,           0.0053743,           0.0053743,           0.0053743
                 167,            0.026617,            0.010314,           0.0056473,             0.84636,             0.83305,             0.95417,             0.74367,            0.012761,           0.0021135,            0.014436,           0.0053329,           0.0053329,           0.0053329
                 168,            0.027001,            0.010103,           0.0079133,             0.79882,             0.83333,              0.9125,             0.70549,            0.011297,           0.0022977,            0.016839,           0.0052917,           0.0052917,           0.0052917
                 169,            0.030092,            0.011291,           0.0053713,              0.7477,             0.83328,             0.88188,              0.5518,            0.014539,            0.002218,            0.022672,           0.0052505,           0.0052505,           0.0052505
                 170,            0.025171,           0.0093613,           0.0087719,             0.87474,             0.64452,             0.85897,             0.62332,            0.016704,           0.0025654,            0.030235,           0.0052094,           0.0052094,           0.0052094
                 171,            0.033643,           0.0095259,           0.0071981,             0.64118,             0.83306,             0.83248,             0.59143,            0.017129,           0.0028594,            0.032297,           0.0051684,           0.0051684,           0.0051684
                 172,            0.027139,           0.0083209,            0.010079,             0.65431,             0.83317,             0.80121,             0.64702,            0.012244,           0.0023977,            0.028216,           0.0051274,           0.0051274,           0.0051274
                 173,            0.025493,            0.010118,           0.0055567,             0.73733,             0.83298,             0.78622,             0.54618,            0.014402,           0.0027366,            0.021964,           0.0050866,           0.0050866,           0.0050866
                 174,            0.027317,           0.0081329,           0.0063633,              0.8678,             0.83333,             0.89651,             0.62786,            0.016292,           0.0026935,            0.017713,           0.0050459,           0.0050459,           0.0050459
                 175,            0.025083,           0.0097881,           0.0044719,             0.93302,             0.83215,             0.93512,             0.73501,            0.013084,           0.0023876,            0.014702,           0.0050052,           0.0050052,           0.0050052
                 176,            0.027947,           0.0097734,           0.0047736,             0.99949,             0.83507,               0.963,             0.69332,            0.014065,           0.0025461,            0.011609,           0.0049647,           0.0049647,           0.0049647
                 177,            0.030833,           0.0094685,           0.0053211,             0.99899,             0.59122,             0.93333,             0.70089,            0.013854,           0.0024908,            0.034458,           0.0049243,           0.0049243,           0.0049243
                 178,            0.027054,           0.0091217,           0.0066554,             0.50291,               0.998,             0.78717,             0.51419,            0.016365,           0.0020127,            0.050158,            0.004884,            0.004884,            0.004884
                 179,             0.02675,            0.009401,           0.0069362,             0.47208,              0.8756,             0.75235,             0.54401,            0.012964,           0.0019678,            0.051131,           0.0048439,           0.0048439,           0.0048439
                 180,            0.029117,            0.010066,           0.0065369,             0.48103,             0.90549,             0.77453,             0.50371,            0.015211,           0.0018967,            0.050789,           0.0048038,           0.0048038,           0.0048038
                 181,            0.030236,            0.010288,           0.0048049,             0.80171,             0.58333,             0.75503,             0.58443,            0.013755,           0.0020845,            0.022362,           0.0047639,           0.0047639,           0.0047639
                 182,            0.025018,           0.0099563,           0.0066843,             0.99565,             0.58333,             0.80935,              0.6499,            0.014062,           0.0021017,            0.014891,           0.0047242,           0.0047242,           0.0047242
                 183,            0.023731,           0.0092034,           0.0034551,             0.73301,             0.66651,              0.7825,             0.63895,             0.01355,           0.0020129,            0.017893,           0.0046845,           0.0046845,           0.0046845
                 184,            0.022349,           0.0097785,           0.0022748,             0.68891,             0.83333,             0.82571,             0.66455,             0.01365,           0.0019295,            0.017296,            0.004645,            0.004645,            0.004645
                 185,            0.023113,           0.0083682,           0.0042881,             0.93306,                0.75,             0.90233,             0.64161,            0.014923,           0.0020273,            0.014474,           0.0046057,           0.0046057,           0.0046057
                 186,            0.023817,           0.0088436,           0.0030317,             0.99269,                0.75,             0.91739,             0.65213,            0.014024,           0.0021337,            0.011329,           0.0045665,           0.0045665,           0.0045665
                 187,             0.02205,           0.0087069,           0.0046229,             0.97826,                0.75,             0.90575,             0.66646,            0.015811,            0.002177,            0.011242,           0.0045275,           0.0045275,           0.0045275
                 188,            0.024988,           0.0087274,           0.0046008,             0.98213,                0.75,             0.91067,             0.64643,            0.016197,           0.0018278,            0.011349,           0.0044886,           0.0044886,           0.0044886
                 189,            0.026951,           0.0089006,           0.0092001,             0.61131,              0.9995,              0.8725,             0.65562,            0.012858,           0.0018357,            0.018837,           0.0044499,           0.0044499,           0.0044499
                 190,            0.024956,           0.0084697,            0.005434,             0.61688,              0.9996,             0.88583,             0.67095,            0.013922,           0.0017547,             0.02264,           0.0044114,           0.0044114,           0.0044114
                 191,            0.024555,           0.0093109,           0.0037812,             0.62755,             0.99993,              0.8925,             0.66253,             0.01573,           0.0019361,            0.022086,           0.0043731,           0.0043731,           0.0043731
                 192,            0.025461,           0.0091192,           0.0047253,             0.63174,                   1,              0.8805,             0.69257,            0.013732,           0.0021026,            0.016342,           0.0043349,           0.0043349,           0.0043349
                 193,            0.023911,           0.0087612,           0.0038854,             0.86998,             0.91635,             0.95192,             0.71413,            0.014839,           0.0024974,            0.012773,           0.0042969,           0.0042969,           0.0042969
                 194,            0.021906,           0.0095813,           0.0050641,               0.789,             0.91649,             0.91375,             0.65731,            0.016156,           0.0028576,            0.014193,           0.0042591,           0.0042591,           0.0042591
                 195,            0.022551,           0.0092549,           0.0031535,             0.74977,             0.91646,             0.90322,             0.64941,            0.015557,           0.0034489,             0.01521,           0.0042215,           0.0042215,           0.0042215
                 196,            0.024033,           0.0091376,           0.0059459,             0.76446,             0.91665,             0.89387,                0.64,            0.014488,           0.0036067,              0.0161,            0.004184,            0.004184,            0.004184
                 197,            0.028099,           0.0096989,           0.0046469,             0.86474,             0.66667,             0.87847,              0.6332,            0.015697,           0.0032503,            0.019264,           0.0041468,           0.0041468,           0.0041468
                 198,            0.023026,           0.0085065,           0.0034006,             0.73892,              0.7498,             0.80852,             0.55297,            0.016025,           0.0027966,            0.020957,           0.0041098,           0.0041098,           0.0041098
                 199,            0.019484,           0.0084326,           0.0037106,             0.70981,                0.75,             0.86867,             0.62982,            0.013746,           0.0028956,            0.021849,            0.004073,            0.004073,            0.004073
                 200,            0.024365,           0.0082483,           0.0046582,             0.73185,                0.75,             0.76768,             0.56038,            0.014774,           0.0026497,            0.022012,           0.0040364,           0.0040364,           0.0040364
                 201,            0.024338,           0.0091631,           0.0060583,             0.74413,                0.75,             0.73093,              0.5282,            0.015441,           0.0024658,            0.022827,               0.004,               0.004,               0.004
                 202,            0.024564,           0.0085606,           0.0030997,             0.70259,             0.74964,             0.71467,              0.5145,            0.015733,           0.0023851,            0.022831,           0.0039638,           0.0039638,           0.0039638
                 203,            0.021818,           0.0089695,           0.0045263,             0.73169,                0.75,             0.71842,             0.48725,            0.015061,           0.0022573,            0.021657,           0.0039279,           0.0039279,           0.0039279
                 204,                0.02,           0.0071568,           0.0032573,             0.69966,                0.75,             0.72405,             0.53078,            0.013741,           0.0021286,            0.021486,           0.0038922,           0.0038922,           0.0038922
                 205,            0.020329,           0.0085706,           0.0028408,             0.74369,                0.75,             0.81367,             0.63968,             0.01463,             0.00193,             0.01889,           0.0038567,           0.0038567,           0.0038567
                 206,            0.022258,           0.0088026,           0.0032984,             0.83586,             0.91647,             0.92175,             0.73879,            0.013266,           0.0018123,            0.013876,           0.0038214,           0.0038214,           0.0038214
                 207,            0.021575,           0.0082618,           0.0039729,             0.58248,              0.8333,               0.907,             0.74004,            0.010633,           0.0016729,            0.026871,           0.0037864,           0.0037864,           0.0037864
                 208,            0.021204,            0.008679,           0.0029989,             0.41943,             0.98996,             0.76063,             0.63375,            0.011153,           0.0018132,            0.045556,           0.0037517,           0.0037517,           0.0037517
                 209,            0.020626,           0.0078653,           0.0022031,             0.44674,                   1,              0.6425,             0.54568,            0.010376,           0.0019326,            0.051324,           0.0037171,           0.0037171,           0.0037171
                 210,            0.021915,           0.0082093,           0.0089296,             0.48221,                   1,              0.6425,             0.54795,           0.0097858,           0.0018634,            0.050232,           0.0036829,           0.0036829,           0.0036829
                 211,            0.022416,           0.0086384,           0.0040366,             0.44615,             0.91667,             0.69792,             0.57507,             0.01081,           0.0020825,             0.04378,           0.0036489,           0.0036489,           0.0036489
                 212,            0.021685,            0.008641,           0.0070736,             0.60514,             0.83333,              0.6981,             0.56305,             0.01293,           0.0026095,            0.032189,           0.0036151,           0.0036151,           0.0036151
                 213,            0.021284,           0.0080839,           0.0027008,             0.63921,             0.83333,             0.77742,             0.64777,            0.012504,           0.0028385,             0.02528,           0.0035816,           0.0035816,           0.0035816
                 214,            0.018935,           0.0077536,           0.0041839,             0.80146,                 0.5,             0.70661,             0.56757,            0.012047,           0.0023295,            0.033312,           0.0035484,           0.0035484,           0.0035484
                 215,            0.018126,             0.00775,           0.0040296,             0.71653,             0.66667,             0.68514,             0.49809,            0.014628,           0.0019802,            0.038816,           0.0035154,           0.0035154,           0.0035154
                 216,            0.020244,           0.0079526,           0.0046844,             0.74907,             0.66667,               0.698,             0.55621,            0.010238,           0.0018138,            0.041216,           0.0034827,           0.0034827,           0.0034827
                 217,            0.023084,           0.0084112,           0.0031273,             0.94916,                 0.5,             0.79889,             0.60333,            0.011102,           0.0018567,            0.030256,           0.0034503,           0.0034503,           0.0034503
                 218,            0.020998,           0.0083718,           0.0022071,             0.67822,             0.91667,             0.86154,             0.70725,            0.011915,           0.0019964,            0.013869,           0.0034182,           0.0034182,           0.0034182
                 219,            0.024721,           0.0071916,           0.0025078,             0.96025,             0.74991,             0.92175,             0.74801,            0.013416,           0.0021659,            0.012578,           0.0033863,           0.0033863,           0.0033863
                 220,            0.021913,           0.0084447,           0.0020808,             0.77865,             0.91667,             0.89342,              0.6747,             0.01357,           0.0021968,            0.013695,           0.0033548,           0.0033548,           0.0033548
                 221,            0.023344,           0.0078097,           0.0026872,             0.81232,             0.66667,             0.85042,             0.63919,            0.013734,           0.0019538,            0.022696,           0.0033235,           0.0033235,           0.0033235
                 222,            0.022188,            0.008067,           0.0027824,             0.78453,             0.66667,             0.84375,             0.61946,             0.01333,           0.0019225,            0.022424,           0.0032925,           0.0032925,           0.0032925
                 223,              0.0211,           0.0080878,           0.0018098,              0.7694,              0.6656,             0.84375,             0.65955,             0.01219,           0.0018705,            0.025921,           0.0032618,           0.0032618,           0.0032618
                 224,            0.017413,           0.0074517,           0.0035636,             0.72097,             0.66667,             0.82175,             0.64544,            0.012699,           0.0018946,            0.023033,           0.0032314,           0.0032314,           0.0032314
                 225,            0.018884,             0.00747,           0.0019231,             0.70676,             0.66667,             0.80526,             0.61958,            0.012417,            0.001763,            0.025038,           0.0032013,           0.0032013,           0.0032013
                 226,            0.018231,           0.0079773,           0.0023317,             0.69997,             0.66544,              0.7475,             0.56696,            0.011713,           0.0016775,              0.0302,           0.0031716,           0.0031716,           0.0031716
                 227,            0.021063,           0.0077916,           0.0019127,              0.3652,             0.99024,             0.65167,             0.51659,           0.0095714,           0.0015459,             0.04413,           0.0031421,           0.0031421,           0.0031421
                 228,            0.018664,           0.0076697,           0.0039208,             0.35771,             0.99313,             0.54042,             0.43577,            0.011133,           0.0015633,            0.052861,            0.003113,            0.003113,            0.003113
                 229,            0.019857,           0.0075682,           0.0027247,               0.376,                   1,             0.56467,             0.45651,           0.0097105,           0.0017111,            0.052823,           0.0030841,           0.0030841,           0.0030841
                 230,            0.018899,           0.0067773,           0.0023082,             0.40539,                   1,             0.58042,              0.4696,           0.0098226,           0.0015896,            0.051544,           0.0030556,           0.0030556,           0.0030556
                 231,            0.018119,           0.0076416,           0.0025526,              0.3816,                   1,             0.66408,             0.56214,           0.0089936,           0.0015425,            0.047777,           0.0030274,           0.0030274,           0.0030274
                 232,            0.023214,           0.0081881,           0.0014991,             0.38238,                   1,             0.77492,             0.56102,            0.013115,           0.0016984,            0.046266,           0.0029996,           0.0029996,           0.0029996
                 233,            0.021907,           0.0088983,           0.0040575,             0.99093,             0.66667,             0.87176,             0.68982,            0.010112,           0.0017133,            0.038869,            0.002972,            0.002972,            0.002972
                 234,             0.01869,           0.0078458,           0.0021063,             0.80642,             0.66667,             0.83447,             0.66233,            0.011397,           0.0018546,            0.022113,           0.0029448,           0.0029448,           0.0029448
                 235,            0.019962,           0.0077421,           0.0034792,             0.78979,             0.91667,             0.85217,              0.6448,            0.012494,           0.0020824,            0.013185,           0.0029179,           0.0029179,           0.0029179
                 236,            0.018197,           0.0071667,           0.0013705,             0.77984,             0.91667,             0.87614,             0.69483,            0.013098,           0.0021781,            0.012796,           0.0028914,           0.0028914,           0.0028914
                 237,            0.023364,           0.0079384,           0.0027087,             0.78776,             0.91667,             0.87614,             0.66392,            0.012999,           0.0023466,            0.012392,           0.0028652,           0.0028652,           0.0028652
                 238,            0.020742,           0.0073489,           0.0017769,             0.78294,              0.9165,             0.87614,             0.69885,            0.012858,            0.002387,            0.012186,           0.0028394,           0.0028394,           0.0028394
                 239,            0.019723,           0.0080377,           0.0027216,             0.78397,             0.91667,             0.87614,             0.68877,            0.011627,           0.0023599,            0.012076,           0.0028139,           0.0028139,           0.0028139
                 240,            0.019692,           0.0073382,           0.0023365,             0.78708,             0.91667,             0.87614,              0.7008,            0.010855,           0.0024474,            0.012121,           0.0027887,           0.0027887,           0.0027887
                 241,            0.020284,           0.0080025,           0.0021626,             0.63161,             0.91667,              0.8725,             0.68638,            0.011348,           0.0026463,            0.013934,           0.0027639,           0.0027639,           0.0027639
                 242,            0.020765,           0.0067236,           0.0046376,             0.60618,                   1,             0.87614,             0.71722,            0.012335,           0.0026882,            0.019569,           0.0027395,           0.0027395,           0.0027395
                 243,             0.02052,           0.0077348,           0.0084952,             0.49995,             0.97373,             0.83633,             0.62537,            0.014394,           0.0025527,            0.029846,           0.0027154,           0.0027154,           0.0027154
                 244,            0.017029,           0.0069581,           0.0015144,             0.49308,             0.96955,             0.83633,             0.67517,            0.011605,           0.0023266,            0.033752,           0.0026917,           0.0026917,           0.0026917
                 245,            0.020484,            0.007977,           0.0037095,             0.71423,             0.66667,             0.74833,             0.60287,            0.013621,           0.0023905,            0.033625,           0.0026683,           0.0026683,           0.0026683
                 246,            0.021262,           0.0080047,           0.0023892,             0.46389,             0.99833,             0.78692,             0.58992,            0.015063,           0.0026758,            0.025046,           0.0026453,           0.0026453,           0.0026453
                 247,            0.019862,            0.008096,            0.005718,             0.58555,             0.91356,              0.8645,             0.66976,            0.014008,           0.0028344,            0.020057,           0.0026227,           0.0026227,           0.0026227
                 248,            0.021806,           0.0081298,            0.004522,             0.72854,             0.91667,             0.95192,             0.74678,            0.014047,           0.0025772,            0.013927,           0.0026004,           0.0026004,           0.0026004
                 249,            0.016987,           0.0076707,            0.001208,             0.85628,             0.91658,               0.955,             0.76999,            0.011865,           0.0022991,            0.011719,           0.0025785,           0.0025785,           0.0025785
                 250,            0.017548,           0.0074839,           0.0027274,             0.86953,             0.91667,             0.91375,             0.69737,            0.013056,           0.0021236,            0.013066,            0.002557,            0.002557,            0.002557
                 251,            0.020112,           0.0079843,           0.0026896,             0.87139,             0.91667,              0.8725,             0.68931,            0.012939,           0.0019335,            0.013688,           0.0025359,           0.0025359,           0.0025359
                 252,            0.019212,           0.0072553,           0.0028502,             0.87103,             0.91667,              0.8725,             0.69601,            0.012232,           0.0017196,            0.014086,           0.0025151,           0.0025151,           0.0025151
                 253,            0.017285,           0.0069836,           0.0029544,              0.8693,             0.91667,             0.83063,             0.64283,            0.013391,           0.0016939,             0.01429,           0.0024948,           0.0024948,           0.0024948
                 254,            0.018266,           0.0077986,           0.0021873,             0.84879,             0.91625,             0.83063,             0.65168,             0.01303,           0.0016289,             0.01549,           0.0024748,           0.0024748,           0.0024748
                 255,            0.019031,           0.0075253,           0.0026636,             0.76924,             0.83312,             0.80998,             0.61498,            0.010764,           0.0015153,            0.023359,           0.0024552,           0.0024552,           0.0024552
                 256,            0.016566,           0.0067956,           0.0022253,             0.74411,             0.83333,             0.80998,             0.64147,            0.012703,           0.0015565,            0.025669,            0.002436,            0.002436,            0.002436
                 257,            0.017794,           0.0069882,           0.0051285,             0.78339,             0.83333,             0.84426,             0.67741,            0.012144,           0.0016663,            0.022354,           0.0024172,           0.0024172,           0.0024172
                 258,            0.018624,           0.0070814,           0.0040536,             0.84715,             0.91667,             0.87614,             0.71023,            0.012439,           0.0019448,            0.015499,           0.0023987,           0.0023987,           0.0023987
                 259,            0.016809,           0.0071671,           0.0013572,             0.79977,             0.91635,             0.87614,             0.69291,            0.012247,           0.0019735,            0.013922,           0.0023807,           0.0023807,           0.0023807
                 260,            0.018423,           0.0067512,           0.0021654,             0.75749,             0.91667,             0.91739,             0.74394,            0.011314,           0.0019727,            0.013897,           0.0023631,           0.0023631,           0.0023631
                 261,            0.017783,           0.0078238,           0.0035465,              0.9095,                0.75,             0.91292,             0.73445,            0.011925,           0.0022755,            0.012693,           0.0023458,           0.0023458,           0.0023458
                 262,            0.016143,           0.0075571,           0.0032759,             0.90734,                0.75,             0.91958,              0.7357,            0.011679,           0.0023255,            0.011806,            0.002329,            0.002329,            0.002329
                 263,            0.016259,           0.0072035,            0.001649,             0.90379,                0.75,             0.93375,             0.73758,            0.012785,           0.0023389,            0.011261,           0.0023125,           0.0023125,           0.0023125
                 264,            0.015529,           0.0070193,           0.0059552,             0.90859,                0.75,             0.93375,              0.7531,            0.012081,           0.0021721,            0.011199,           0.0022965,           0.0022965,           0.0022965
                 265,            0.015545,           0.0076403,           0.0034577,             0.93959,                0.75,             0.93375,             0.74109,            0.012205,           0.0020692,            0.011565,           0.0022809,           0.0022809,           0.0022809
                 266,            0.015579,           0.0077154,           0.0040764,             0.99404,                0.75,             0.92708,             0.74454,            0.012558,            0.001959,            0.012406,           0.0022657,           0.0022657,           0.0022657
